"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"The New Pope S01E01 FRENCH HDTV";"421";"68";"509.16MB";"13/01/2020";"Séries";"VF";"Pie XIII est dans le coma. Après un premier conclave tumultueux, Sir John Brannox, un aristocrate anglais modéré, charmant et sophistiqué, est placé sur le trôle papal. Ce nouveau pape parfait dissimule en fait des secrets et fait preuve d'une certaine fragilité."
"The New Pope S01E02 VOSTFR HDTV";"149";"12";"319.87MB";"13/01/2020";"Séries";"VOSTFR";"Pie XIII est dans le coma. Après un premier conclave tumultueux, Sir John Brannox, un aristocrate anglais modéré, charmant et sophistiqué, est placé sur le trôle papal. Ce nouveau pape parfait dissimule en fait des secrets et fait preuve d'une certaine fragilité."
"The New Pope S01E01 VOSTFR HDTV";"154";"12";"432.31MB";"13/01/2020";"Séries";"VOSTFR";"Pie XIII est dans le coma. Après un premier conclave tumultueux, Sir John Brannox, un aristocrate anglais modéré, charmant et sophistiqué, est placé sur le trôle papal. Ce nouveau pape parfait dissimule en fait des secrets et fait preuve d'une certaine fragilité."
"The Outsider S01E02 FRENCH HDTV";"331";"33";"308.01MB";"13/01/2020";"Séries";"VF";"Le corps atrocement mutilé d'un garçon de onze ans est retrouvé dans une petite ville de l’Oklahoma. Les empreintes digitales et l’ADN présents sur les lieux du crime désignent aussitôt le coupable : Terry Maitland, l'un des habitants les plus respectés de la ville, entraîneur de l'équipe locale de baseball. L’affaire semble évidente à un détail près : Terry Maitland a un alibi en béton. Il était en effet à plusieurs centaines de kilomètres au moment où le meurtre a été commis. Le détective Ralph Anderson, proche de Maitland, est chargé de faire la lumière sur cette affaire pour le moins étrange. Et son explication pourrait bien dépasser l’entendement."
"The Outsider S01E01 FRENCH HDTV";"382";"34";"343.69MB";"13/01/2020";"Séries";"VF";"Le corps atrocement mutilé d'un garçon de onze ans est retrouvé dans une petite ville de l’Oklahoma. Les empreintes digitales et l’ADN présents sur les lieux du crime désignent aussitôt le coupable : Terry Maitland, l'un des habitants les plus respectés de la ville, entraîneur de l'équipe locale de baseball. L’affaire semble évidente à un détail près : Terry Maitland a un alibi en béton. Il était en effet à plusieurs centaines de kilomètres au moment où le meurtre a été commis. Le détective Ralph Anderson, proche de Maitland, est chargé de faire la lumière sur cette affaire pour le moins étrange. Et son explication pourrait bien dépasser l’entendement."
"The Outsider S01E02 VOSTFR HDTV";"118";"23";"308.61MB";"13/01/2020";"Séries";"VOSTFR";"Le corps atrocement mutilé d'un garçon de onze ans est retrouvé dans une petite ville de l’Oklahoma. Les empreintes digitales et l’ADN présents sur les lieux du crime désignent aussitôt le coupable : Terry Maitland, l'un des habitants les plus respectés de la ville, entraîneur de l'équipe locale de baseball. L’affaire semble évidente à un détail près : Terry Maitland a un alibi en béton. Il était en effet à plusieurs centaines de kilomètres au moment où le meurtre a été commis. Le détective Ralph Anderson, proche de Maitland, est chargé de faire la lumière sur cette affaire pour le moins étrange. Et son explication pourrait bien dépasser l’entendement."
"The Outsider S01E01 VOSTFR HDTV";"127";"24";"344.48MB";"13/01/2020";"Séries";"VOSTFR";"Le corps atrocement mutilé d'un garçon de onze ans est retrouvé dans une petite ville de l’Oklahoma. Les empreintes digitales et l’ADN présents sur les lieux du crime désignent aussitôt le coupable : Terry Maitland, l'un des habitants les plus respectés de la ville, entraîneur de l'équipe locale de baseball. L’affaire semble évidente à un détail près : Terry Maitland a un alibi en béton. Il était en effet à plusieurs centaines de kilomètres au moment où le meurtre a été commis. Le détective Ralph Anderson, proche de Maitland, est chargé de faire la lumière sur cette affaire pour le moins étrange. Et son explication pourrait bien dépasser l’entendement."
"Power S06E12 VOSTFR HDTV";"312";"36";"498.68MB";"13/01/2020";"Séries";"VOSTFR";"Propriétaire d’un nightclub new-yorkais très populaire, James \"Ghost\" St. Patrick entend développer son empire. Seulement sa double-vie à la tête d'un des réseaux de drogue les plus importants de la ville pourrait devenir un handicap."
"Power S06E12 VOSTFR BluRay 720p HDTV";"125";"8";"842.91MB";"13/01/2020";"Séries";"VOSTFR";"Propriétaire d’un nightclub new-yorkais très populaire, James \"Ghost\" St. Patrick entend développer son empire. Seulement sa double-vie à la tête d'un des réseaux de drogue les plus importants de la ville pourrait devenir un handicap."
"Power S06E12 FRENCH HDTV";"3539";"357";"485.84MB";"13/01/2020";"Séries";"VF";"Propriétaire d’un nightclub new-yorkais très populaire, James \"Ghost\" St. Patrick entend développer son empire. Seulement sa double-vie à la tête d'un des réseaux de drogue les plus importants de la ville pourrait devenir un handicap."
"Power S06E12 FRENCH BluRay 720p HDTV";"218";"34";"1.21GB";"13/01/2020";"Séries";"VF";"Propriétaire d’un nightclub new-yorkais très populaire, James \"Ghost\" St. Patrick entend développer son empire. Seulement sa double-vie à la tête d'un des réseaux de drogue les plus importants de la ville pourrait devenir un handicap."
"Humans Saison 3 FRENCH HDTV";"224";"109";"2.74GB";"12/01/2020";"Séries";"VF";"Dans un présent alternatif, le \"Synth\" est le dernier gadget à la mode. Ce robot ultra-développé ressemble tellement aux humains que leur mode de vie en est transformé. Quand un père de famille achète un \"Synth\" d'occasion, il espère que la machine le soulagera dans ses tâches domestiques et l'aidera à préserver son mariage. Mais le robot possède un secret extraordinaire..."
"Humans Saison 2 FRENCH HDTV";"384";"118";"2.74GB";"12/01/2020";"Séries";"VF";"Dans un présent alternatif, le \"Synth\" est le dernier gadget à la mode. Ce robot ultra-développé ressemble tellement aux humains que leur mode de vie en est transformé. Quand un père de famille achète un \"Synth\" d'occasion, il espère que la machine le soulagera dans ses tâches domestiques et l'aidera à préserver son mariage. Mais le robot possède un secret extraordinaire..."
"Humans Saison 1 FRENCH HDTV";"496";"159";"3.81GB";"12/01/2020";"Séries";"VF";"Dans un présent alternatif, le \"Synth\" est le dernier gadget à la mode. Ce robot ultra-développé ressemble tellement aux humains que leur mode de vie en est transformé. Quand un père de famille achète un \"Synth\" d'occasion, il espère que la machine le soulagera dans ses tâches domestiques et l'aidera à préserver son mariage. Mais le robot possède un secret extraordinaire..."
"Stargate SG-1 (Integrale) FRENCH HDTV";"125";"358";"56.64GB";"12/01/2020";"Séries";"VF";NA
"Bleach (Integrale) Série + Films MULTI HDTV";"108";"586";"73.42GB";"12/01/2020";"Séries";"VF";"Adolescent de quinze ans, Ichigo Kurosaki possède un don particulier : celui de voir les esprits. Un jour, il croise la route d'une belle Shinigami (un être spirituel) en train de pourchasser une \"âme perdue\", un esprit maléfique qui hante notre monde et n'arrive pas à trouver le repos.Mise en difficulté par son ennemi, la jeune fille décide alors de prêter une partie de ses pouvoirs à Ichigo, mais ce dernier hérite finalement de toute la puissance du Shinigami. Contraint d'assumer son nouveau statut, Ichigo va devoir gérer ses deux vies : celle de lycéen ordinaire, et celle de chasseur de démons... "
"Emergence S01E10 VOSTFR HDTV";"94";"11";"354.61MB";"12/01/2020";"Séries";"VOSTFR";"Chef de la police locale, Jo prend en charge une fillette amnésique qui a été retrouvée près d'un lieu où un mystérieux accident s'est produit. Pour résoudre cette affaire, il lui faut absolument découvrir l'identité de cette petite fille. Ce qu'elle découvrira sera bien au-delà tout compréhension..."
"Il a déjà tes yeux S01E02 FRENCH HDTV";"123";"9";"407.16MB";"12/01/2020";"Séries";"VF";"Plusieurs années ont passé depuis que Sali et Paul Aloka, un couple noir, ont adopté Benjamin, un enfant blanc. C’est aujourd’hui un garçon de 14 ans, qui a aussi un petit frère de 13 ans, Noé, conçu de manière naturelle. Autant dire que les Aloka ne passent pas inaperçus..."
"Il a déjà tes yeux S01E01 FRENCH HDTV";"168";"17";"405.72MB";"12/01/2020";"Séries";"VF";"Plusieurs années ont passé depuis que Sali et Paul Aloka, un couple noir, ont adopté Benjamin, un enfant blanc. C’est aujourd’hui un garçon de 14 ans, qui a aussi un petit frère de 13 ans, Noé, conçu de manière naturelle. Autant dire que les Aloka ne passent pas inaperçus..."
"Deputy S01E01 VOSTFR HDTV";"136";"15";"377.32MB";"12/01/2020";"Séries";"VOSTFR";"Plus à l'aise dans les rues que dans les bureaux, l'adjoint Bill Hollister, 5ème génération de sa famille à faire régner l'ordre, donne de sa personne pour mener sa mission à bien. Lorsque le shérif du comté de Los Angeles meurt, Bill prend sa place et devient responsable de 10 000 officiers assermentés qui contrôlent le Wild West actuel. Seulement intéressé par la justice, notre homme de loi va devoir prendre en compte la dimension politique de ses nouvelles attributions."
"Jusqu'à l'aube Saison 1 FRENCH HDTV";"137";"36";"1.37GB";"12/01/2020";"Séries";"VF";"Les meilleurs humoristes de France rivalisent dans des lieux hantés, la nuit. Qui gardera son esprit sans perdre son sang froid ?"
"Magnum, P.I. S02E02 VOSTFR HDTV";"81";"10";"357.77MB";"12/01/2020";"Séries";"VOSTFR";"A son retour d'Afghanistan, Thomas Magnum, officier décoré de l'unité d'élite des SEAL de la Marine américaine, s'installe à Hawaï. Tout en assurant la sécurité du domaine du richissime Robin Master, Magnum, hébergé sur la propriété dans la maison des invités, officie en tant que détective privé. Pour l'aider à résoudre ses enquêtes, le jeune homme peut compter sur ses frères d'armes, TC et Rick. Quant à Juliet Higgins, la majordome du domaine, accompagnée de ses dobermans Zeus et Apollon, elle se charge de garder un oeil sur Magnum en veillant à ce qu'il n'abuse pas de la générosité de Robin Master."
"Chicago PD S07E10 VOSTFR HDTV";"191";"10";"348.13MB";"12/01/2020";"Séries";"VOSTFR";"Des officiers en uniforme qui patrouillent et combattent le crime dans la rue, aux membres de l'unité des renseignements affectés à des affaires majeures (crime organisé, trafic de drogue, homicides...), toutes les recrues du poste de police du district 21 de Chicago risquent quotidiennement leurs vies. Ces énormes responsabilités dépassent souvent le simple cadre professionnel et entâchent la sphère privée de ces hommes et de ces femmes d'exception."
"Mr. Inbetween S02E06 VOSTFR HDTV";"44";"5";"192.93MB";"12/01/2020";"Séries";"VOSTFR";"Bien occupé avec son business de collecte des dettes et le trafic de drogue et d'armes, Ray Shoesmith doit en plus jongler entre ses rôles d'ex-mari, de père, de petit ami et de meilleur ami."
"NCIS: Los Angeles S11E12 VOSTFR HDTV";"164";"16";"339.56MB";"12/01/2020";"Séries";"VOSTFR";"L’O.P.S. (Office des Projets Spéciaux) est une division du NCIS basée à Los Angeles et spécialisée dans les missions d’infiltration. “Tête brûlée” de l’équipe, l’agent “G” Callen change d’identité à chaque nouvelle mission. Son partenaire, l’agent Sam Hanna, est un ancien militaire spécialisé dans la surveillance. Grâce à une technologie de pointe et à des agents caméléons spécifiquement entraînés, cette unité mène à bien des opérations complexes pour déjouer attentats et menaces terroristes."
"Z Nation Saison 5 FRENCH HDTV";"146";"86";"4.45GB";"12/01/2020";"Séries";"VF";"Trois ans après qu'un virus ait ravagé les Etats-Unis, un seul homme est immunisé contre l'infection. Le futur de l'humanité dépend de lui, mais le terrible secret qu'il cache pourrait mettre en danger l'équipe chargée de le conduire jusqu'en Californie. Le chemin sera long et semé d'embûches..."
"Z Nation Saison 4 FRENCH HDTV";"112";"54";"4.48GB";"12/01/2020";"Séries";"VF";"Trois ans après qu'un virus ait ravagé les Etats-Unis, un seul homme est immunisé contre l'infection. Le futur de l'humanité dépend de lui, mais le terrible secret qu'il cache pourrait mettre en danger l'équipe chargée de le conduire jusqu'en Californie. Le chemin sera long et semé d'embûches..."
"Z Nation Saison 3 FRENCH HDTV";"100";"65";"5.13GB";"12/01/2020";"Séries";"VF";"Trois ans après qu'un virus ait ravagé les Etats-Unis, un seul homme est immunisé contre l'infection. Le futur de l'humanité dépend de lui, mais le terrible secret qu'il cache pourrait mettre en danger l'équipe chargée de le conduire jusqu'en Californie. Le chemin sera long et semé d'embûches..."
"Z Nation Saison 2 FRENCH HDTV";"124";"77";"5.13GB";"12/01/2020";"Séries";"VF";"Trois ans après qu'un virus ait ravagé les Etats-Unis, un seul homme est immunisé contre l'infection. Le futur de l'humanité dépend de lui, mais le terrible secret qu'il cache pourrait mettre en danger l'équipe chargée de le conduire jusqu'en Californie. Le chemin sera long et semé d'embûches..."
"Z Nation Saison 1 FRENCH HDTV";"174";"84";"4.45GB";"12/01/2020";"Séries";"VF";"Trois ans après qu'un virus ait ravagé les Etats-Unis, un seul homme est immunisé contre l'infection. Le futur de l'humanité dépend de lui, mais le terrible secret qu'il cache pourrait mettre en danger l'équipe chargée de le conduire jusqu'en Californie. Le chemin sera long et semé d'embûches..."
"One Piece 917 VOSTFR HDTV";"451";"30";"271.59MB";"12/01/2020";"Séries";"VOSTFR";"One Piece 917 VOSTFR HDTV"
"Marvel : Les Agents du S.H.I.E.L.D. S06E10 FRENCH HDTV";"709";"25";"284.47MB";"11/01/2020";"Séries";"VF";"Les aventures mouvementées des membres de la \"Strategic Homeland Intervention, Enforcement and Logistics Division, plus connue sous le nom de \"S.H.I.E.L.D.\"."
"Marvel : Les Agents du S.H.I.E.L.D. S06E09 FRENCH HDTV";"644";"27";"300.66MB";"11/01/2020";"Séries";"VF";"Les aventures mouvementées des membres de la \"Strategic Homeland Intervention, Enforcement and Logistics Division, plus connue sous le nom de \"S.H.I.E.L.D.\"."
